序号,标题,分类路径,主要描述,网址
"865","How to Use Details Preview in Files?","Application Guide > Files > How to Use Details Preview in Files?","ApplicabilityApplicable client: UGREEN NAS PC client (Windows/macOS) and web browser.Applicable version: NAS firmware 1.16.0.0042 or later.The descriptions in this article are for reference only. The ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg2NSIsICJjbGllbnRUeXBlIjogIiJ9"
"159","How to Use and Manage Recycle Bin?","Application Guide > Files > How to Use and Manage Recycle Bin?","ApplicabilityApplicable client: UGREEN NAS desktop client (Windows /macOS)Applicable version: NAS firmware 1.16.0.0042 and laterThis document is for reference only. The actual interface and operation ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE1OSIsICJjbGllbnRUeXBlIjogIiJ9"
"815","Mount Quark Drive on UGREEN NAS to Expand Local Storage and Build a Home Theater","Application Guide > Files > Mount Quark Drive on UGREEN NAS to Expand Local Storage and Build a Home Theater","UGREEN NAS supports mounting Quark Drive as local NAS storage, allowing you to expand storage capacity flexibly without manually downloading cloud files. In addition, the mounted cloud drive can be ad...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgxNSIsICJjbGllbnRUeXBlIjogIiJ9"
"153","Network Folder Connection Guide","Application Guide > Files > Network Folder Connection Guide","The ""Network Folder"" feature allows you to directly mount remote storage resources to your NAS. You can connect other devices, servers, or third-party cloud drives to Files and access or manage extern...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE1MyIsICJjbGllbnRUeXBlIjogIiJ9"
"151","Search for Files or Folders","Application Guide > Files > Search for Files or Folders","Basic SearchTo search for a file or folder, follow these steps:1. Open ""Files"" and select the target folder that contains the file or folder you want to find.2. Enter ""Keyword"" in the search bar in th...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjE1MSIsICJjbGllbnRUeXBlIjogIiJ9"
"216","Logs","Application Guide > Logs > Logs","The ""Logs"" is an effective tool for recording activities of the UGOS Pro system and applications, as well as monitoring and managing their operating status. It helps you track system and application b...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIxNiIsICJjbGllbnRUeXBlIjogIiJ9"
"279","Music","Application Guide > Music > Music","""Music"" is a dedicated music player application provided by UGREEN NAS, designed to help you efficiently manage, categorize, and play your personal music collection, allowing you to enjoy high-quality...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI3OSIsICJjbGllbnRUeXBlIjogIiJ9"
"433","Supported Audio and Lyric Formats on NAS","Application Guide > Music > Supported Audio and Lyric Formats on NAS","Music supports the following audio formats, depending on the platform:Supported Audio FormatsPlatformSupported Audio FormatsPC (Windows/macOS)Web Browser.aac, .mp3, .wav, .ogg, .flac, .wma, .dff, .dsf...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzMyIsICJjbGllbnRUeXBlIjogIiJ9"
"463","[FAQ] How to Create a Shared Library on UGREEN NAS to Share Music with Family?","Application Guide > Music > [FAQ] How to Create a Shared Library on UGREEN NAS to Share Music with Family?","If you want to share music files from your UGREEN NAS with family and friends, you can achieve this through the Shared Library feature in the UGOS Pro system. Follow these steps to invite others to en...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ2MyIsICJjbGllbnRUeXBlIjogIiJ9"
"648","[FAQ] How to recover or delete unavailable songs from a playlist?","Application Guide > Music > [FAQ] How to recover or delete unavailable songs from a playlist?","What are unavailable songs?Unavailable songs refer to tracks that have been removed from the library (possibly due to deletion, admin-restricted access, or personal settings that limit viewing to one'...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY0OCIsICJjbGllbnRUeXBlIjogIiJ9"
"337","Online Office","Application Guide > Online Office > Online Office","Application Notes: UGOS Pro 1.10.0.0092 and above.The screenshots provided are for reference only; the actual interface may vary slightly depending on the system or application version. Certain option...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjMzNyIsICJjbGllbnRUeXBlIjogIiJ9"
"569","Does the Photos Support Uploading Live Photos?","Application Guide > Photos > FAQ > Does the Photos Support Uploading Live Photos?","The content and screenshots in this article are based on UGOS Pro system firmware version 1.6.0.2861 and Photos app version 1.6.0.1289.Interface and features may vary across firmware versions. Please ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2OSIsICJjbGllbnRUeXBlIjogIiJ9"
"837","How to Correct Recognition Errors in People Albums","Application Guide > Photos > FAQ > How to Correct Recognition Errors in People Albums","After enabling people recognition, the system automatically groups photos based on facial features. If any photos are incorrectly recognized, you can manually remove and reassign them to improve the a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzNyIsICJjbGllbnRUeXBlIjogIiJ9"
"678","How to Enable Video Face Recognition in the Photos App?","Application Guide > Photos > FAQ > How to Enable Video Face Recognition in the Photos App?","Applicable models: DH series, DX series, DXP series, and iDX seriesApplicable clients: UGREEN NAS PC client and web browserApplicable version: UGOS Pro firmware 1.15.12.0051 and laterThe screenshots i...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY3OCIsICJjbGllbnRUeXBlIjogIiJ9"
"835","How to Fix Missing People or Object Recognition Categories","Application Guide > Photos > FAQ > How to Fix Missing People or Object Recognition Categories","Issue DescriptionWhen you open the Photos app in the UGREEN NAS and switch to the ""Categorization"" page, the ""People"" or ""Object Recognition"" sections may not appear. This is usually because the under...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzNSIsICJjbGllbnRUeXBlIjogIiJ9"
"567","How to Intelligently Categorize People in Photos?","Application Guide > Photos > FAQ > How to Intelligently Categorize People in Photos?","Applicable models: DH series, DX series, DXP series, and iDX seriesApplicable clients: UGREEN NAS PC client and web browserApplicable version: UGOS Pro firmware 1.15.12.0051 and laterThe screenshots i...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU2NyIsICJjbGllbnRUeXBlIjogIiJ9"
"368","How to Quickly Manage Friend Uploads and Shared Links in the Photos App?","Application Guide > Photos > FAQ > How to Quickly Manage Friend Uploads and Shared Links in the Photos App?","Applicable models: DH series, DX series, DXP series, and iDX seriesApplicable clients: UGREEN NAS PC client and web browserApplicable version: UGOS Pro firmware 1.15.12.0051 and laterThe screenshots i...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2OCIsICJjbGllbnRUeXBlIjogIiJ9"
"574","How to Restore Accidentally Deleted Photos in the Photos App?","Application Guide > Photos > FAQ > How to Restore Accidentally Deleted Photos in the Photos App?","Applicable models: DH series, DX series, DXP series, and iDX seriesApplicable clients: UGREEN NAS PC client and web browserApplicable version: UGOS Pro firmware 1.16.0.0042 and laterThe screenshots in...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU3NCIsICJjbGllbnRUeXBlIjogIiJ9"
"845","How to Set Privacy Protection for Photos","Application Guide > Photos > FAQ > How to Set Privacy Protection for Photos","Applicable Platform: UGREEN NAS PC client and web browser.Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0NSIsICJjbGllbnRUeXBlIjogIiJ9"
"843","How to add users to an album in bulk and set internal sharing permissions?","Application Guide > Photos > FAQ > How to add users to an album in bulk and set internal sharing permissions?","Applicable platforms: UGREEN NAS PC client and web browser.Applicable versions: UGOS Pro firmware 1.15.0.0114 and later.Actual displays may vary depending on system or application versions. Some featu...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0MyIsICJjbGllbnRUeXBlIjogIiJ9"
"367","How to invite family and friends to upload photos?","Application Guide > Photos > FAQ > How to invite family and friends to upload photos?","You can share an album with your family and friends and invite them to upload photos to your UGREEN NAS album, making it easier to collect valuable videos and photos.1.Go to the [Albums] tab, hover yo...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM2NyIsICJjbGllbnRUeXBlIjogIiJ9"
"776","Solution for Discolored Album Thumbnails","Application Guide > Photos > FAQ > Solution for Discolored Album Thumbnails","Q: Why do NAS album thumbnails appear yellowish or discolored on the app, while the original images display correctly?Cause AnalysisThis issue is usually caused by abnormal thumbnail cache data in the...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc3NiIsICJjbGllbnRUeXBlIjogIiJ9"
"553","What image formats are supported by AI recognition in UGREEN NAS Album?","Application Guide > Photos > FAQ > What image formats are supported by AI recognition in UGREEN NAS Album?","AI Recognition Supported Image FormatsUGREEN NAS Album currently supports AI recognition for the following image formats:Common formats: JPG, JPEG, PNG, GIF, BMP, WEBP, HEIC, HEIFRAW formats: 3FR, ARW...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1MyIsICJjbGllbnRUeXBlIjogIiJ9"
"555","Which image and video formats are supported by the album?","Application Guide > Photos > FAQ > Which image and video formats are supported by the album?","The album supports uploading the following formats:RAW formats from mainstream cameras: RAW, CR2, CR3, NEF, ARW, RAF, RW2, PEF, DNG, 3FR, ORF, ICO, PSDCommon image formats: JPG, JPEG, PNG, GIF, BMP, W...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU1NSIsICJjbGllbnRUeXBlIjogIiJ9"
"795","Why Are Uploaded Photos and Videos Not in Original Quality?","Application Guide > Photos > FAQ > Why Are Uploaded Photos and Videos Not in Original Quality?","Applicable Version: UGOS Pro 1.11.0.0002 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc5NSIsICJjbGllbnRUeXBlIjogIiJ9"
"846","Why Can't Photos Be Added to an Recognized Person","Application Guide > Photos > FAQ > Why Can't Photos Be Added to an Recognized Person","ApplicabilityApplicable platforms: UGREEN NAS PC client and web browser.Applicable versions: UGOS Pro firmware 1.15.0.0114 and later.The screenshots and interfaces in this document are for reference o...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0NiIsICJjbGllbnRUeXBlIjogIiJ9"
"848","Why Some Images Cannot Be Found with Keywords","Application Guide > Photos > FAQ > Why Some Images Cannot Be Found with Keywords","ApplicabilitySupported Platforms: UGREEN NAS PC Client, Web Browser, and UGREEN NAS mobile app.Supported Versions: UGOS Pro firmware version 1.15.0.0114 and later.The descriptions in this document are...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0OCIsICJjbGllbnRUeXBlIjogIiJ9"
"716","Why do photos appear differently in color on UGREEN NAS compared to the mobile photo album?","Application Guide > Photos > FAQ > Why do photos appear differently in color on UGREEN NAS compared to the mobile photo album?","Issue DescriptionWhen viewing photos using the UGREEN NAS mobile app, you may notice differences in color compared to viewing the same original photo in your phone’s native album—such as duller colors...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxNiIsICJjbGllbnRUeXBlIjogIiJ9"
"841","How to Automatically Back Up Photos and Videos from Phone to NAS Photos","Application Guide > Photos > How to Automatically Back Up Photos and Videos from Phone to NAS Photos","Applicable platforms: UGREEN NAS APP (iOS / Android)Applicable versions: UGOS Pro firmware 1.15.0.0114 and later.Actual displays may vary depending on system or application versions. Some features may...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0MSIsICJjbGllbnRUeXBlIjogIiJ9"
"844","How to Batch Edit Photo Names and Recording Time","Application Guide > Photos > How to Batch Edit Photo Names and Recording Time","Applicable Platform: UGREEN NAS PC client and web browser.Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0NCIsICJjbGllbnRUeXBlIjogIiJ9"
"834","How to Clean Up Similar and Duplicate Photos","Application Guide > Photos > How to Clean Up Similar and Duplicate Photos","ApplicabilityApplicable platforms: UGREEN NAS PC client and web browser.Applicable versions: UGOS Pro firmware 1.15.0.0114 and later.The screenshots and interfaces in this document are for reference o...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzNCIsICJjbGllbnRUeXBlIjogIiJ9"
"840","How to Create and Manage Baby Albums","Application Guide > Photos > How to Create and Manage Baby Albums","Applicable Platform: UGREEN NAS PC client and web browser.Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0MCIsICJjbGllbnRUeXBlIjogIiJ9"
"847","How to Quickly Search Photos by Keywords","Application Guide > Photos > How to Quickly Search Photos by Keywords","ApplicabilityApplicable Platforms: UGREEN NAS PC Client, Web Browser, and UGREEN NAS mobile app.Applicable Versions: UGOS Pro firmware version 1.15.0.0114 and later.The descriptions in this document a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0NyIsICJjbGllbnRUeXBlIjogIiJ9"
"836","How to Set a People Album Cover","Application Guide > Photos > How to Set a People Album Cover","You can use the ""Set as cover"" feature to manually select the most suitable or representative photo as the cover for a People album.PCSteps:1. Go to ""Categorization"" in Photos and open the target pers...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzNiIsICJjbGllbnRUeXBlIjogIiJ9"
"842","How to Share Photos and Albums with Internal and External Users","Application Guide > Photos > How to Share Photos and Albums with Internal and External Users","Applicable platforms: UGREEN NAS PC client and web browser.Applicable versions: UGOS Pro firmware 1.15.0.0114 and later.Actual displays may vary depending on system or application versions. Some featu...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg0MiIsICJjbGllbnRUeXBlIjogIiJ9"
"857","How to Share and Manage a Baby Album with Multiple Users?","Application Guide > Photos > How to Share and Manage a Baby Album with Multiple Users?","Applicable models: DH series, DX series, DXP series, and iDX seriesApplicable clients: UGREEN NAS PC client and web browserApplicable version: UGOS Pro firmware 1.15.12.0051 and laterThe screenshots i...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjg1NyIsICJjbGllbnRUeXBlIjogIiJ9"
"833","How to Use Smart Categorization in Photos","Application Guide > Photos > How to Use Smart Categorization in Photos","ApplicabilityApplicable Platform: UGREEN NAS PC client and web browser. For mobile app instructions, please switch to the mobile version.Applicable Version: UGOS Pro 1.15.0.0114 and aboveScreenshots a...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgzMyIsICJjbGllbnRUeXBlIjogIiJ9"
"222","Photos User Guide","Application Guide > Photos > Photos User Guide","Supported Series: DH Series, DX Series, DXP Series, and iDX SeriesSupported Platforms: UGREEN NAS PC Client, Web BrowserSupported Version: UGOS Pro firmware 1.15.12.0051 and laterSome AI features in t...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjIyMiIsICJjbGllbnRUeXBlIjogIiJ9"
"724","Comparison Between SAN Manager's iSCSI and Other File Service Features","Application Guide > SAN Manager > FAQ > Comparison Between SAN Manager's iSCSI and Other File Service Features","What is iSCSI?iSCSI is a block-level storage protocol based on IP networks. It allows users to virtualize a portion of NAS storage as a remote hard disk (LUN), which appears as a local physical drive ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyNCIsICJjbGllbnRUeXBlIjogIiJ9"
"720","Create a Group and Set Read-Only Permission in SAN Manager","Application Guide > SAN Manager > FAQ > Create a Group and Set Read-Only Permission in SAN Manager","Create a Group and Set Read-Only Permission in SAN ManagerIf you wish to ensure that the disk connected to the LUN can only be read and not written to or modified, you can achieve this by setting the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyMCIsICJjbGllbnRUeXBlIjogIiJ9"
"721","Explanation of Disk Hibernation Behavior (Applicable to iSCSI Services)","Application Guide > SAN Manager > FAQ > Explanation of Disk Hibernation Behavior (Applicable to iSCSI Services)","When using the iSCSI service, you may notice that even if the client does not perform any actual read/write operations, the disks on the NAS used to create the LUN do not enter hibernation. This is no...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyMSIsICJjbGllbnRUeXBlIjogIiJ9"
"717","How to Obtain the Client IQN in SAN Manager","Application Guide > SAN Manager > FAQ > How to Obtain the Client IQN in SAN Manager","When configuring a Group (Client Group), you need to enter the Client IQN, which is the unique identifier used by the client device's iSCSI initiator to establish a connection with the Target (on the ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxNyIsICJjbGllbnRUeXBlIjogIiJ9"
"726","Mounting UGREEN NAS iSCSI Virtual Disk on Windows","Application Guide > SAN Manager > FAQ > Mounting UGREEN NAS iSCSI Virtual Disk on Windows","Content and Image Example Based on UGOS Pro Firmware Version 1.6.1.2846, SAN Manager Application Version 1.0.0.0046.Due to potential differences in the interface or functionality between firmware vers...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyNiIsICJjbGllbnRUeXBlIjogIiJ9"
"725","Mounting UGREEN NAS iSCSI Virtual Disk on macOS","Application Guide > SAN Manager > FAQ > Mounting UGREEN NAS iSCSI Virtual Disk on macOS","Applicable Note: This article applies to UGOS Pro firmware version 1.6.1.2846 and SAN Manager app version 1.0.0.0046. The screenshots provided are for reference only; the actual interface may vary sli...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyNSIsICJjbGllbnRUeXBlIjogIiJ9"
"729","SAN Manager Glossary","Application Guide > SAN Manager > FAQ > SAN Manager Glossary","In the SAN Manager application, you may come across some technical terms. Below are explanations of common terminology to help you better understand the concepts and features related to SAN Manager:LU...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyOSIsICJjbGllbnRUeXBlIjogIiJ9"
"718","Why can the client still modify files after changing permissions in SAN Manager? How to ensure read-only permissions take effect?","Application Guide > SAN Manager > FAQ > Why can the client still modify files after changing permissions in SAN Manager? How to ensure read-only permissions take effect?","Issue Description● I have set the Group to “Read-Only” access, but the client can still modify files — the permission setting doesn't take effect.● Why does the client still have the previous read-wri...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxOCIsICJjbGllbnRUeXBlIjogIiJ9"
"722","iSCSI Cluster and Read-Only Permission Settings Explanation","Application Guide > SAN Manager > FAQ > iSCSI Cluster and Read-Only Permission Settings Explanation","iSCSI Cluster and Read-Only Permission Settings explains When users enable the iSCSI Cluster feature in the Target section of SAN Manager, it is essential to perform the following permission configura...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcyMiIsICJjbGllbnRUeXBlIjogIiJ9"
"706","SAN Manager","Application Guide > SAN Manager > SAN Manager","Applicable Version: UGOS Pro 1.11.0.0002 and aboveScreenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some features...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcwNiIsICJjbGllbnRUeXBlIjogIiJ9"
"123","Security","Application Guide > Security > Security","""Security"" is a security application provided by the UGOS Pro system. It is designed to scan system settings and software applications within UGOS Pro. ""Security"" delivers real-time, comprehensive pro...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjEyMyIsICJjbGllbnRUeXBlIjogIiJ9"
"666","After restoring from a snapshot, files cannot be copied to a directory mounted via NFS. How to fix this?","Application Guide > Snapshot > After restoring from a snapshot, files cannot be copied to a directory mounted via NFS. How to fix this?","Issue DescriptionAfter restoring a directory using the snapshot feature on UGREEN NAS, if the directory is mounted on a client device via the NFS protocol, the client may be unable to write or copy fi...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY2NiIsICJjbGllbnRUeXBlIjogIiJ9"
"713","Frequently Asked Questions (FAQ) About Snapshots","Application Guide > Snapshot > Frequently Asked Questions (FAQ) About Snapshots","Q: If the snapshot schedule is set to run on the 31st of each month, will it skip when the current month doesn't have a 31st day?A：When the current month has no 31st day, the snapshot schedule will sk...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxMyIsICJjbGllbnRUeXBlIjogIiJ9"
"654","Snapshot","Application Guide > Snapshot > Snapshot","The Btrfs snapshot function on UGREEN NAS is an efficient, flexible, and resource-saving data management solution designed to protect your system from accidental changes, file deletions, virus attacks...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY1NCIsICJjbGllbnRUeXBlIjogIiJ9"
"712","Snapshot Storage Occupation Mechanism","Application Guide > Snapshot > Snapshot Storage Occupation Mechanism","How Snapshots Consume Storage Space？​​Snapshots act as ""time machines"" preserving pre-modification states.​When Files Are Modified,​ system archives original data blocks (like saves),then new data ove...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxMiIsICJjbGllbnRUeXBlIjogIiJ9"
"710","What is an invalid snapshot?","Application Guide > Snapshot > What is an invalid snapshot?","Invalid Snapshots refer to snapshots that have become disconnected from their original data paths due to changes in system environment or device status. While these snapshots still occupy storage spac...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjcxMCIsICJjbGllbnRUeXBlIjogIiJ9"
"392","Change the RAID Type","Application Guide > Storage > Change the RAID Type","Applicable Version: UGOS Pro 1.10.0.0092 and above.Screenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some feature...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM5MiIsICJjbGllbnRUeXBlIjogIiJ9"
"254","External Storage","Application Guide > Storage > External Storage","Applicable Version: UGOS Pro 1.10.0.0092 and above.Screenshots and interfaces in this document are for reference only. Actual displays may vary depending on system or application version. Some feature...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjI1NCIsICJjbGllbnRUeXBlIjogIiJ9"
"638","Data Organizing Feature","Application Guide > Storage > FAQ > Data Organizing Feature","In the ""Storage"" application, the data Organizing feature supports periodic data Organizing for specific RAID types (RAID5 or RAID6) in storage pools to maintain data consistency and enhance data secu...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzOCIsICJjbGllbnRUeXBlIjogIiJ9"
"587","External Storage Supported Formats","Application Guide > Storage > FAQ > External Storage Supported Formats","Supported File System Formats:Linux File Systems: btrfs, ext2, ext3, ext4Windows File Systems: vfat, exfat, FAT16, FAT32, NTFSOther File Systems: XFSUnsupported File System Formats:HFS+, APFS (primari...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4NyIsICJjbGllbnRUeXBlIjogIiJ9"
"137","Hard Disk Installation Assistant (Hardware Disassembly and Risk Notification)","Application Guide > Storage > FAQ > Hard Disk Installation Assistant (Hardware Disassembly and Risk Notification)","When installing hard disks into your UGREEN NAS, it is important to follow proper steps and be aware of the risks. Below is the hard disk installation guide along with associated risk notifications:Me...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjEzNyIsICJjbGllbnRUeXBlIjogIiJ9"
"636","How Hard Disks Work and Why They Make Noise","Application Guide > Storage > FAQ > How Hard Disks Work and Why They Make Noise","I、Working Principles of Hard Disks and Noise Generation Mechanism1.Core Structure of a Mechanical Hard Disk (HDD)  A mechanical hard disk is composed of components such as platters, read/write heads, ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjYzNiIsICJjbGllbnRUeXBlIjogIiJ9"
"415","How to Create an SSD Cache on Volume?","Application Guide > Storage > FAQ > How to Create an SSD Cache on Volume?","ApplicabilityApplicable platform: UGREEN NAS running UGOS ProApplicable version: UGOS Pro firmware 1.16.0.0042 and laterThis document is for reference only. The actual interface and operation paths ma...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxNSIsICJjbGllbnRUeXBlIjogIiJ9"
"459","How to Set up RAID 10 on UGOS Pro?","Application Guide > Storage > FAQ > How to Set up RAID 10 on UGOS Pro?","RAID (Redundant Array of Independent Disks) is a technology that combines multiple hard drives into a single storage space, enhancing data storage security and read speed. Among all RAID types, RAID 1...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQ1OSIsICJjbGllbnRUeXBlIjogIiJ9"
"412","How to View the Original Ugos Files in External Storage After Switching to the UGOS Pro System?","Application Guide > Storage > FAQ > How to View the Original Ugos Files in External Storage After Switching to the UGOS Pro System?","After switching from the UGOS system to the UGOS Pro system, the original storage space can only be used as external storage.If you need to access, copy, move, or use files in the storage space, pleas...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQxMiIsICJjbGllbnRUeXBlIjogIiJ9"
"662","How to choose a file system for a UGREEN NAS volume?","Application Guide > Storage > FAQ > How to choose a file system for a UGREEN NAS volume?","When creating a volume on a UGREEN NAS, the system will ask you to choose a file system format: Btrfs or EXT4. Many beginners may not be familiar with these two options, but they directly affect your ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjY2MiIsICJjbGllbnRUeXBlIjogIiJ9"
"393","How to move data from one volume to another on the same UGREEN NAS?","Application Guide > Storage > FAQ > How to move data from one volume to another on the same UGREEN NAS?","In the ""Storage"" app of the UGOS Pro system, if you need to move data from one volume (e.g., Volume 3) to another volume (e.g., Volume 1), you can follow these steps.StepsDepending on the scenario, th...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjM5MyIsICJjbGllbnRUeXBlIjogIiJ9"
"767","Migrating Hard Drives to a New UGREEN NAS Device","Application Guide > Storage > FAQ > Migrating Hard Drives to a New UGREEN NAS Device","Applicable Version: UGOS Pro System 1.10.0 and above.Applicable Devices: UGREEN NAS devices running the UGOS Pro system.UGREEN NAS supports hard drive migration between different devices, allowing use...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjc2NyIsICJjbGllbnRUeXBlIjogIiJ9"
"430","SSD Cache Types Supported by UGREEN NAS","Application Guide > Storage > FAQ > SSD Cache Types Supported by UGREEN NAS","ApplicabilityApplicable platform: UGREEN NAS Private Cloud running UGOS ProApplicable version: UGOS Pro firmware 1.16.0.0042 and laterThis document is for reference only. The actual interface and oper...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjQzMCIsICJjbGllbnRUeXBlIjogIiJ9"
"599","Storage FAQ Collection","Application Guide > Storage > FAQ > Storage FAQ Collection","This guide brings together common questions related to storage on UGREEN NAS, including storage and expansion, RAID, HDDs, SSDs, and data migration. It helps users quickly understand and efficiently u...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU5OSIsICJjbGllbnRUeXBlIjogIiJ9"
"810","UGREEN NAS Storage Pool Expansion Guide (Replacing Drives One by One)","Application Guide > Storage > FAQ > UGREEN NAS Storage Pool Expansion Guide (Replacing Drives One by One)","Expanding a storage pool by ""replacing the existing drives with larger-capacity drives one at a time ""allows you to increase storage capacity while keeping your existing data intact. However, this pro...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgxMCIsICJjbGllbnRUeXBlIjogIiJ9"
"806","What to Do When You See ""Storage Pool Has Reached Its Hard Drive Fault Tolerance Limit"" While Disabling a Drive","Application Guide > Storage > FAQ > What to Do When You See ""Storage Pool Has Reached Its Hard Drive Fault Tolerance Limit"" While Disabling a Drive","Issue DescriptionWhen attempting to disable a drive in ""Hard Drive"" module, the system displays a warning message: ""The storage pool has reached its hard drive fault tolerance limit and therefore cann...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgwNiIsICJjbGllbnRUeXBlIjogIiJ9"
"807","Why Is There No Significant Performance Improvement After Adding SSD Cache to a Storage Pool?","Application Guide > Storage > FAQ > Why Is There No Significant Performance Improvement After Adding SSD Cache to a Storage Pool?","Issue DescriptionAfter adding SSD cache to a storage pool, there is no noticeable improvement in performance during actual use. Transfer speeds or response times may show little change.Cause AnalysisS...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjgwNyIsICJjbGllbnRUeXBlIjogIiJ9"
"586","Why does using RAID 0 result in speeds only equivalent to that of a single hard disk?","Application Guide > Storage > FAQ > Why does using RAID 0 result in speeds only equivalent to that of a single hard disk?","RAID 0, in theory, can achieve faster read and write speeds than a single hard disk by performing data striping across multiple hard disks. However, in practice, if the performance of RAID 0 does not ...","https://support.ugnas.com/#/detail/eyJjb2RlIjogIjImJjU4NiIsICJjbGllbnRUeXBlIjogIiJ9"
